INDEX,EN
Panel_DriftBottleRadio_CloseRadio,Game Radio Recieved
Panel_DriftBottleRecord_Record,Record
Panel_DriftBottleRecord_Send,Broadcast
Panel_DriftBottleRecord_Send_ColaIsNotEnough,Not Enough Nuka-Cola
Panel_DriftBottleRecord_Send_CountIsNotEnough,Today's chances have all been used.
Panel_DriftBottleRecord_Send_NoAudio,Please record and send audio.
Panel_DriftBottleRecord_Send_Success,Audio Sent
Panel_DriftBottleRecord_Record_PressCD,Audio interval is too short.
Panel_DriftBottleRecord_Send_Warning,Send Audio
Panel_DriftBottleRecord_Recording,Recording
Panel_DriftBottleRecord_BanSpeech,You are blocked from sending voice messages. You will be unblocked after {0}
PanelHeroEvaluate_Title,INTRODUCTION
PanelHeroEvaluate_TabHot,New
PanelHeroEvaluate_TabNormal,Hot
PanelHeroEvaluate_InputHolder,TYPE TO INPUT
PanelHeroEvaluate_PushMsg,SEND
PanelHeroEvaluate_None,Be the first one to review!
PanelHeroEvaluate_CanNotEmpty,Review must not be empty
PanelHeroEvaluate_TodayAlreadyDo,You already reviewed this Dweller today
PanelHeroEvaluate_AlreadyLike,You have voted this review.
PanelHeroEvaluate_CannotEvaluate,"Dweller review is currently under maintenance, please be patient."
PanelGuildProductMain_ParentsProductTips,"1.Guild Crafting needs some members to cooperate \n2.Members with specific Dwellers can speed up crafting process. The higher the Dweller level, the more quickly crafting is \n3.The sponsor can start crafting immediately when there are enough participants or wait for itself to start \n4.The sponsor can remove any participants before start."
PanelGuildProductMain_PetAdoptTips,"1.Guild Adoption needs some members to cooperate \n2.Members with specific Dwellers can speed up adoption process. The higher the Dweller level, the more quickly adoption is \n3.The sponsor can start adoption immediately when there are enough participants or wait for it to start \n4.The sponsor can remove any participants before start."
PanelGuildProductMain_Explain,Available Activities:{sp}
PanelGuildProductMain_NothingTip,No Co-op activity available right now.
PanelGuildProductMain_ParentsProduct,CRAFT ATTACHMENT
PanelGuildProductMain_PetAdopt,Adopt Pet
PanelGuildProductMain_Surplus,Remaining Time
PanelGuildProductMain_WaitJoiner,Waiting for Participants
PanelGuildProductMain_PredictProductTime,Crafting Time:{sp}
PanelGuildProductMain_PredictAdoptTime,Adopting Time:{sp}
PanelGuildProductProceed_ItemReturned,Reimbursement!
PanelGuildProductProceed_CooperationWait,Co-Op Getting Ready!
PanelGuildProductProceed_CooperationBegin,Co-Op Starting!
PanelGuildProductProceed_CooperationSuccess,Co-Op Complete!
PanelGuildProductProceed_CooperationFail,Co-Op Failed!
PanelGuildProductProceed_CooperationComplete,Co-Op Complete!
PanelGuildProductProceed_GetAward,CLAIM REWARD
PanelGuildProductProceed_Confirm,CONFIRM
PanelGuildProductProceed_Surplus,Remaining Time
PanelGuildProductProceed_Begin,START
PanelGuildProductProceed_Stop,Abort
PanelGuildProductProceed_Exit,Quit
PanelGuildProductProceed_Speedup,Accelerate
PanelGuildProductProceed_WaitJoiner,Waiting for participants
PanelGuildProductProceed_Prepare,Co-Op Getting Ready!
PanelGuildProductProceed_Doing,Co-Op Crafting.....
PanelGuildProductProceed_PredictProductTime,Crafting Time:{sp}
PanelGuildProductProceed_PredictAdoptTime,Adopting a Pet:{sp}
PanelGuildProductProceed_DelConfirm_Title,Evict participant!
PanelGuildProductProceed_DelConfirm_Tip,Are you sure to evict this participant?
PanelGuildProductJoinConfirm_Product_Title,CO-OP CRAFTING
PanelGuildProductJoinConfirm_Adopt_Title,CO-OP ADOPTION
PanelGuildProductJoinConfirm_Product_Des,Are you sure you want to craft {0}
PanelGuildProductJoinConfirm_Adopt_Des,Are you sure you want to adopt {0}
PanelGuildProductJoinConfirm_TextGet,Will Receive:
PanelGuildProductJoinConfirm_TextCost,Cost:{sp}
PanelGuildProductJoinConfirm_TextHero,Expert:{sp}
PanelGuildProductJoinConfirm_NeedTime,Time Needed:
PanelGuildProductJoinConfirm_ButtonConfirm,CONFIRM
PanelGuildProductJoinConfirm_NoEnoughCost,You don't have enough material
PanelGuildProductJoinConfirm_NoEnoughHero,You don't have the Dweller required
PanelGuildProductJoinConfirm_CostTime,Crafting Time:{sp}
PanelGuildProductJoinConfirm_Tips,"The higher the level of the specific Dwellers you own, the shorter the crafting time will be."
PanelGuildProductJoinConfirm_HeroTimeCost,Accelerating:{sp}
PanelGuildProductSuccess_Title,Crafting Completed!
PanelGuildProductSuccess_Tip,REWARD:{sp}
PanelGuildProductExit_Title,QUIT
PanelGuildProductExit_Tip,Are you sure you want to quit? Your material will be returned.
PanelGuildRoomProduct_Finish,CRAFTING COMPLETE!
PanelGuildProductChooseFitting_Fitting_Title,Crafting
PanelGuildProductChooseFitting_Pet_Title,Adopting
PanelGuildProductChooseFitting_Fitting_FunctionTip,Choose one Attachment to propose a co-op activity
PanelGuildProductChooseFitting_Pet_FunctionTip,Choose one pet to propose a co-op activity
PanelGuildProductChooseFitting_RequiredLevel,Level: {0}
PanelGuildProductChooseFitting_RequiredArmoryLevel,Need lvl {0} armory
PanelGuildProductChooseFitting_Fitting_Produce,CRAFT
PanelGuildProductChooseFitting_Pet_Produce,ADOPT
PanelGuildProductChooseFitting_All,All
PanelGuildTask_Title,CO-OP QUEST
PanelGuildTask_Info,Invite Guild Member to Finish Quests Together
PanelGuildTask_Finished,QUEST COMPLETE
PanelGuildTask_ClickRecived,CLAIM REWARD
PanelGuildTask_Failed,QUEST FAILED
PanelGuildTask_Left,Remaining Time:{sp}
PanelGuildTask_ProgressInfo,Eliminate {0} {1} ({2}/{0})
PanelGuildTask_youReward,REWARD
PanelGuildTask_selfTarget,Objective
PanelGuildTask_otherTarget,Partner's Objective
PanelGuildTask_Refresh,Time Until Next Refresh
PanelGuildTask_InviteSuccess,Invitation Sent
PanelGuildTask_InviteDefeat,Invite Failed
PanelGuildTask_TipsInfo,"1.To complete Guild Quests you need to invite another member to work with you. \n2.Since you have different missions, please go to the Incident to lock your target. \n3.You can get rewards when you both complete the mission. \n4.If you quit your Guild and join a new one, please wait for the mission to refresh."
PanelGuildTask_InviteInCD,The communication device is cooling down. Please wait.
PanelGuildTask_Invite,Invite Guild Member
PanelGuildTask_NoTask,No Guild Quests
PanelGuildTask_Error_NotInvite,Can't Invite
PanelGuildTask_Error_NotExist,Invitation no longer available.
PanelGuildTask_Error_Offline,Target is offline.
PanelGuildTask_Error_NotSelf,You don't have this Quest.
PanelGuildTask_Error_Finish,QUEST FAILED
PanelGuildTask_Error_Reward,CLAIM REWARD
PanelGuildTask_GoAhead,GO
PanelGuildTask_GuildTaskTipsInBattle,Guild Quest {0}/{1}
PanelGuildTask_GuildTaskTipsHeader,Guild Quest
PanelGuildTask_GuildTaskTipsTimeOut,Expired
PanelGuildTask_NotYetOpen,Coming Soon
PanelGuildInviteCooperate_Title,GUILD CO-OP
PanelGuildInviteCooperate_Invite,INVITE
PanelGuildInviteCooperate_Invited,{0} invites you for Guild Quest.
PanelGuildInviteCooperate_InviteCooperate,Guild Quest Invitation
PanelGuildInviteCooperate_InviteContent,{0} invites you for Guild Quest.
PanelGuildInviteCooperate_TaskContent,Eliminate {0} {1} ({2}S)
PanelGuildInviteCooperate_NoInvite,No members to invite.
PanelGuildInviteCooperate_InvitedStart,QUEST STARTED
PanelGuildInviteCooperate_InvitedFailed,Failed to accept invitation.
PanelGuildInviteCooperate_ChooseInviteTarget,Please Select a Guild Member
PanelGuildDecoration_Choose,Please select a {0} type to build
PanelGuildDecoration_Title,Name
PanelGuildDecoration_GuildLevel,Need lvl {0} Mess Hall
PanelGuildDecoration_RebuildContent,Are you sure you want to redecorate {0}? Guild members will need to re-donate materials.
PanelGuildDecoration_RebuildTitle,Upgrade
PanelGuildDecoration_NoPermission,Only the Leader and Vice Leader can redecorate.
PanelGuildDecoration_StartBuild,A redecoration fund has been created.
PanelGuildDecoration_BuildFailed,Redecoration funding failed.
PanelGuildDecoration_AlreadyBuilt,A {0} type has been built.
PanelGuildDecoration_Expectation,Coming Soon
PanelGuildDecoration_BuildButton,Redecoration Fund
PanelGuildDecoration_StartBuildButton,START FUNDING
PanelGuildDecoration_Unprepared,Waiting for the Leader to start a fund.
PanelGuildDecoration_Rules,Leaders must start a fund and Guild members must donate resources.
PanelGuildDecoration_Yes,CONFIRM
PanelGuildDecoration_TitleName2,GUILD ORNAMENT
PanelGuildDecoration_NoticeTip,Decorate ornaments before building.
PanelGuildDecoration_NoticeTip2,Cannot build repeatedly.
PanelGuildGVERank_Title,Ranking Reward
PanelGuildGVERank_Desc,1.The Guild member can accumulate damage contributions by fighting enemies or bosses in the map.\n2.The damage leaderboard will be formed based on the accumulated damage of participating Guild members.\n3.The Guild member can claim rewards after the event is finished.\n4.Each Guild members' reward is based on their position in the leaderboard.
PanelGuildGVERank_ExpectedReward,Expected\nReward
PanelGuildGVERank_Reward,REWARD
PanelGuildGVERank_NoReward,No ranked reward
PanelGuildGVERank_NotOnRank,NA
PanelGuildGVERank_GetReward,CLAIM
PanelGuildGVERank_HeroCanNotAdd,The Dweller is hurt and can't join the battle.
PanelGuildGVERank_NoOneOnRank,Vacant
PanelGuildGVERank_AwayGuild,(Player Quit Guild)
PanelGuildGVERank_SelfDamageDonation,My Damage:{sp}
PanelGuildGVERank_DamageDonation,Accumulated Damage:{sp}
PanelGuildGVEGuildRank_DamageDonation,Total Damage:{sp}
PanelGuildGVEGuildRank_NoOneOnRank,Vacant
PanelGuildGVEGuildRank_Title,LEADERBOARD
PanelGuildGVEGuildRank_NoReward,Please check your rewards after the event finishes.
PanelGuildGVEGuildRank_Tips,"1. After the Rescue Mission, guilds will be ranked based on their damage dealt to the Boss.\n2. Guild members who participated in the mission and inflicted damage to Boss will receive rewards according to their Guild rank."
PanelGuildGVEDamageTarget_Title_Reward,CLAIM
PanelGuildGVEDamageTarget_Title_Preview,Achievement
PanelGuildGVEDamageTarget_Desc,1. Guild members can receive reward when they inflict a certain amount of damage.\n2. Only Guild members who engaged in combat with Boss can be rewarded.
PanelGuildGVEDamageTarget_Contribute,Total Damage:{sp}
PanelGuildGVEDamageTarget_PrizeNewLine,Estimated\nReward
PanelGuildGVEDamageTarget_Prize,Expected Reward
PanelGuildGVEDamageTarget_GetReward,CLAIM
PanelGuildGVEDamageTarget_AlGetReward,CLAIMED
PanelGuildGVEDamageTarget_TipBeforeReward,Please claim the reward after the event is finished!
PanelGuildGVEDamageTarget_TipWhenReward,No achievements have been reached!
PanelGuildGVEDamageTarget_Reach,Finished
PanelGuildGVEDamageTarget_UnReach,Unfinished
PanelGuildGVEDamageTarget_Canrecv,Claimable
PanelGuildGVERescue_Description,Rescue Mission starts at 12:00 AM on Wednesday and lasts until next Monday at 12:00 AM.
PanelGuildGVEToggle_Rank,Leaderboard
PanelGuildGVEToggle_Damage,Achievement
PanelGuildPassport_Passport,Passport
PanelGuildPassport_ShopTitle,Passport Market
PanelGuildPassport_SellPassport,Passport Sale
PanelGuildPassport_Price,Price:{sp}
PanelGuildPassport_WhatYouGet,Profit:{sp}
PanelGuildPassport_BuyPassport,Passport Purchase
PanelGuildPassport_WhatYouCost,Cost:{sp}
PanelGuildPassport_LogTitle,Trading history
PanelGuildPassport_LogBuy,{0} Bought {1} Passport; {2} Left in the Guild
PanelGuildPassport_LogSell,{0} Bought {1} Passport; {2} Left in the Guild
PanelGuildPassport_BuyFailed_NoMoreTickets,"Sorry, not enough passports available."
PanelGuildPassport_SellFailed,Failed to sell.
PanelGuildPassport_NoLog,No trading records have been found.
PanelGuildPassport_ShopDesc,You can buy or sell passports here.
PanelGuildPassport_MainTicket,My stock: {0}
PanelGuildPassport_GuildTicket,Guild Stock: {0}
Panel_HeroSimpleIntroduce_Title,INTRODUCTION
Panel_HeroSimpleIntroduce_Evaluate,REVIEW
Panel_HeroSimpleIntroduce_Special,TRAITS
Panel_HeroSimpleIntroduce_Perk,PERKS
Panel_GuildDispactch_Title,BOSS CHALLENGE
Panel_GuildDispactch_Reward,Defeat\nReward
Panel_GuildDispactch_ToBattle,START
Panel_GuildDispactch_RankPrize,DAMAGE LEADERBOARD
Panel_GuildDispactch_BeChallenged,The boss is busy fighting another Guild member.
Panel_GuildDispactch_HeroTip,Deploy
Panel_GuildDispactch_BattleCountNotEnough,You have fought enough today. Please come back tomorrow!
Panel_GuildDispactch_BoosStateNotOpen,Boss GvE hasn't been unlocked yet.
Panel_GuildDispactch_NoHeros,Please deploy at least 1 Dweller.
Panel_GuildDispactch_TicketNum,1/
Panel_GuildDispactch_Times,Challenge Chances:{sp}
Panel_GuildDispactch_GuildRank,Guild Leaderboard
Panel_GuildDispactch_RR,Damage Achievement
Panel_GuildDispactch_NotEnoughTicket,Not enough passports!
Panel_GuildDispactch_BloodTips,Other members are challenging and the Boss' HP is low. Are you sure you want to join?
PanelGuildGVEMap_BeKill,Behead the boss successfully
PanelGuildGVEMap_Title,Boss Challenge
PanelGuildGVEMap_Tips,1. Rescue Mission starts at 12:00 AM on Wednesday and lasts until next Monday at 12:00 AM.\n2. You can hire Guild Reinforcements to assist you in combat.\n3.You will receive Guild Honor rewards based on your damage dealt to the Boss.\n4. Multiple guild members can challenge the Boss at the same time.\n5. Rewards will be distributed after the Boss is defeated.\n5. Special Rescue Missions offer special effects in the Boss fight and disables reinforcements.
PanelGuildGVEMap_BossDieWin,Wins:{sp}
PanelGuildGVEMap_FailNoReward,Unable to claim.
PanelGuildGVEMap_CanGetReward,CLAIMABLE
PanelGuildGVEMap_GottonReward,CLAIMED
PanelGuildGVEMap_LeftNum,Remaining Challenges Today
PanelGuildGVEMap_LeftTimeClose,The event will start in: {0}
PanelGuildGVEMap_LeftTimeOpen,Event will close in: {0}
PanelGuildGVEMap_LeftTimeFinish,Time left to claim reward: {0}
PanelGuildGVEMap_CloseTip1,Rescue Ops is from Wed 00:00 to Sun 24:00.
PanelGuildGVEMap_CloseTip2,(No event)
PanelGuildGVEMap_ClickTip2,"Sorry, you have used all your challenge chances."
PanelGuildGVEMap_ClickTip3,"The level has been defeated, please claim your reward after the event ends."
PanelGuildGVEMap_ClickTip4,The level is occupied by {0}. Please come back later.
PanelGuildGVEMap_Deal,TRADE
PanelGuildGVEMap_Rank,Guild Leaderboard
PanelGuildGVEMap_FinishTip,Enemies have been repelled. You can claim the reward before the next invasion.
PanelGuildGVEMap_TicketRequired,Passport:{sp}
PanelGuildGVEMap_CloseTip2Desc,"After the event starts, Guild members can challenge the Boss stage in turn, and receive donation rewards and ranking rewards based on damage dealt to the Boss."
PanelGuildGVEMap_RescueAction,RESCUE MISSION
PanelGuildGVEMap_NotInTopRank,NONE
PanelGuildGVEMap_BossUnopen,Need to challenge Boss in turns.
PanelGuildGVEMap_GetRewardFailed,Failed to claim!
PanelGuildGVEMap_Round,WAVE {0} BOSS
PanelGuildGVEMap_RoundTips,A wave of more ferocious monsters is coming.
PanelGuildGVEMap_Fighting,Guild Members Challenging
PanelGuildGVEMap_DamageReward,DAMAGE ACHIEVEMENT
PanelGuildGVEMap_GuildRank,GUILD RANKING
PanelGuildGVEMap_Defeated,Victory
PanelGuildGVEMap_RequestGVEBossDataFailed,Failed to collect Guild Boss data!
PanelGuildGVEMap_HurtRankClearing,Calculating damage. Please wait!
PanelGuildGVEMap_DefentedTips,The Boss has be defeated. Please wait for the result and the next Boss!
PanelGuildGVEMap_JionInGuildNot24hTips,Need to wait for {0} to join GvE!
PanelGuildGVEBuffTip_UI_NoBuffTips,"This is a normal Rescue Mission, no special effects in Boss fight."
PanelGuildGVEBuffTip_UI_NormalTitle,"In this Special Rescue Mission, you can not use Guild Reinforcements. Special effects will appear in the Boss fight:{sp}"
PanelGuildGVEBuffTip_UI_Hero_Tip,Suggested Dwellers:{sp}
PanelGuildGVEDamageRecv_Title,Damage Ranking Reward
PanelGuildGVEDamageRecv_Desc,You contributed to defeating {0}. Here is your reward.
PanelGuildRoomState_Free,Free
PanelGuild_NoSearch,Guild not found.
PanelGuildMain_ToggleHall,LOBBY
PanelGuildMain_ToggleBag,STORE
PanelGuildMain_ToggleTask,QUEST
PanelGuildMain_ToggleFit,ATTACH.
PanelGuildMain_TogglePet,PET
PanelGuildMain_ToggleAction,EVENT
PanelGuildMain_TitleHall,LOBBY
PanelGuildMain_TitleBag,STORE
PanelGuildMain_TitleTask,CO-OP QUEST
PanelGuildMain_TitleAction,RESCUE OPS
PanelGiftExchange_Title,REDEEM REWARD
PanelGiftExchange_InputTips,Enter Code
PanelGiftExchange_Failed,Failed to Redeem
PanelGiftExchange_Succeed,"Successfully redeemed, please check mail."
PanelGiftExchange_InputEmpty,Enter Activation Code
PanelRecommendLevels_Title,Recommended Incident
PanelRecommendLevels_TaskName,"Eliminate {0} {1}, they may appear in the following locations:{sp}"
PanelRushResult_Success,Success
PanelRushResult_Perfect,Great Success
PanelRushResult_Fail,Failed
PanelRushResult_ClearDisaster,Incident Stopped
PanelPlayerBuffs_MonthCard,MONTH CARD
PanelExercise_Title,ACTIVITY
PanelExercise_ButtonLeft,PREVIOUS
PanelExercise_ButtonRight,NEXT
PanelExercise_LeftTime,{0} Left
PanelExercise_CardEmpty1,Coming Soon
PanelExercise_CardEmpty2,Stay Tuned
PanelExercise_Unopened,NEED VAULT LEVEL {0}
PanelExercise_NewEvent,Daily Events
PanelExercise_StartIn,Available in {0}
PanelSharePvp_TextTeam,My Team
PanelSharePvp_TextPower,My Power
PanelSharePvp_TextTeamOther,Enemy Team
PanelSharePvp_TextPowerOther,Enemy Power
PanelSharePvp_TextBound,Bond
PanelSharePvp_TextDownLoad,Scan to Download
PanelSharePvp_Power,Power: {0}
PanelSharePvp_TextWin,Win
PanelSharePvp_TextGameName,Fallout Shelter Online
PanelSharePvp_Rank,Rank: {0}
PanelSharePrScrn_Share,SHARE
PanelSharePrScrn_Tips_SaveSharePicFail,"Failed to save and share the picture!\nPlease enable ""Write Memory"" and restart game."
PanelAchievementCase_Name,TROPHY
PanelAchievementCase_Title,BOBBLEHEADS
PanelAchievementList_Name,LIST
PanelAchievementCase_NoDolls,"No bobbleheads collected, the showcase is empty."
PanelAchievement_UnLockCondition,"Locked: Need achievement ""{0}"" to unlock."
PanelAchievement_UnComplete,You haven't unlocked this achievement yet.
PanelAchievement_AchievementPoint,ACHIEVEMENT SCORE
PanelAchievement_AchievementPointTips,Total Achievement Score: {0}
PanelAchievement_All,ALL ACHIEVEMENTS
PanelAchievement_Constructor,BUILD ACHIEVEMENTS
PanelAchievement_Heros,DWELLER ACHIEVEMENTS
PanelAchievement_Battles,COMBAT ACHIEVEMENTS
PanelAchievement_Plot,STORY ACHIEVEMENTS
PanelAchievement_Social,SOCIAL ACHIEVEMENTS
PanelGlowingSeaNode_Scale,Size {0} Floors
PanelGlowingSeaNode_Team,EXPLORE\nTEAM
PanelGlowingSeaNode_XYZ,Glowing Sea Coordinate
PanelGlowingSeaNode_Hidden,"Signal interference detected, this area may be very dangerous, but flush with rare loot!"
PanelGlowingSeaNode_Hidden_Name,[Hidden]
PanelGlowingSeaNode_Normal_Name,[Challenge]
PanelGlowingSeaNode_Infinite_Name,[Infinite Challenge]
PanelGlowingSeaNode_BossStageRewardTip,"Boss life when the value falls% {0}, {1} is obtained integral"
PanelGlowingSeaNode_SwitchDifficultyTip,"Switch will reset the current difficulty level, sure you want to switch it?"
PanelAdventureEvent_Title,EVENT
PanelAdventureEvent_CostDesc,Event Cost Intro
PanelAdventureEvent_HpSub,HP - {0}%
PanelAdventureEvent_HpAdd,HP + {0}%
PanelAdventureEvent_RageSub,AP - {0}%
PanelAdventureEvent_RageAdd,AP + {0}%
PanelAdventureEvent_RadiationSub,Rad - {0}%
PanelAdventureEvent_RadiationAdd,Rad + {0}%
PanelAdventureTrader_Title,GLOWING SEA TRADER
PanelAdventureTrader_CostDesc,"Trader of the Glowing Sea wants to do business with you, \nFirst you need to give him Mysterious Serum."
PanelAdventureTrader_Fresh,{0} Until Restock
PanelAdventure_CannotUseBattleItem,This item can only be used in a combat incident.
PanelAdventure_BackLevel,Return to Incident
PanelAdventure_Rest,REST
PanelAdventure_EnterLevel,ENTER INCIDENT
PanelAdventure_TriggerEvent,TRIGGER EVENT
PanelAdventure_TriggerExchange,TRADE
PanelAdventure_TriggerAdjust,ADJUST TEAM
PanelAdventure_TriggerHireHero,Hire Dweller
PanelAdventure_NoRest,All members' HP are at full.
PanelAdventure_NoSuitableHeroToUseBattleItem,No member needs this item now
PanelAdventure_NewWeaponUnLock,New Weapon Form Unlocked: {0} - {1}
PanelAdventure_BladeHeroName,{0} Lv{1}
PanelAdventure_BladeHeroExp,EXP:{0}/{1}
PanelAdventureMapNodes_MovePowerNotEnough,You need {0} AP to move to the target's place.
PanelAdventureMapNodes_GiveUpProgressOrNot,"The team is exploring a series of incidents, switching to other incidents will lead to losing current progress. \nTip: Reward for completed incidents will be issued normally."
PanelAdventureMapNodes_NotMoveToGoal,You can't reach the target place without passing through the enemy's territory.
PanelAdventureMapNodes_NotAtkHero,Please assign combat Dwellers first.
PanelAdventureMapNodes_OpenTimeInNode,Available in {0}
PanelAdventureMapNodes_OpenTimeTip,Next phase starts in: {0}
PanelAdventureMapNodes_StartChristmasRedBagRain,Use a <color=#FFFF00FF> Christmas Lucky </color> participate gift party?
PanelAdventureMapNodes_LuckStarItemNotEnough,"Your <color=#FFFF00FF> Christmas Lucky </color> quantity used up, can not participate in party gifts."
PanelAdventureMapNodes_NotParticipateTimes,The number of parties involved in gift run out!
PanelAdventureMapNodes_RewardReady,May receive
PanelAdventureMapNodes_RewardReadyTips,Santa Claus to distribute gifts you're ready the way! Merry Christmas!
PanelAdventureMapNodes_StartRedbagActivityFailed,Lucky failed to open Christmas!
PanelAdventureMapNodes_RewardComesoon,"Merry Christmas, gifts were coming on the road!"
PanelAdventureSwitchNodeConfirm_FreeTimes,Remaining Free Chances: {0}
PanelAdventureSwitchNodeConfirm_Cost_Title,Cost
PanelAdventureSwitchNodeConfirm_Cost_Value,x{0}
PanelAdventureSwitchNodeConfirm_Title,SUPPLY SPOT
PanelAdventureSwitchNodeConfirm_Content,"Here is the Academy's Teleportation Device. We can rest up here and change out members, but you are limited to just three per day."
PanelAdventureSwitchNodeConfirm_Button_OK,REST & CHANGE OUT
PanelAdventureSwitchNodeConfirm_Tips_ResLack,"Not enough tokens, unable to replace dwellers or request a rest by teleporting"
PanelAdventureHireHero_Title,HIRE HELPER
PanelAdventureHireHero_Cost,Cost
PanelAdventureHireHero_HireDesc,<color=#966000>{0}</color> to hire {1} to fight for you today?
PanelAdventureHireHero_HireJoin,Hired {0}! Add to the team?
PanelAdventureHireHero_Confirm,CONFIRM
PanelAdventureHireHero_Cancel,CANCEL
PanelAdventureHireHero_HeroLevel,LEVEL: {0}
PanelAdventureHireHero_ItemNotEnough,Not enough resources!
PanelUserReport_Ad,Advertising
PanelUserReport_Dirty,Sexual
PanelUserReport_Plug,Cheating
PanelUserReport_Terror,Threats
PanelUserReport_Abuse,Abuse
PanelUserReport_Swindle,Swindle
PanelUserReport_Politics,Politics
PanelUserReport_Other,Other
PanelUserReport_Title,REPORT
PanelUserReport_ThankYouReport,Thank you for your report.
PanelUserReport_AlreadyReport,You have reported this user.
PanelCityReconstruct_SkinTip,The room will be split into two small rooms with the default theme.
PanelCityReconstruct_CantSkin,Can't change theme when a disaster occurs in the Vault.
PanelAdventure_BuyTiliMax,Max Purchase Amount Reached
PanelAdventure_BuyTiliText1,Spend
PanelAdventure_BuyTiliText2,Buy
PanelAdventure_ResetTiliNotEnough,Not Enough AP
PanelAdventure_ResetTiliText1,Spend
PanelAdventure_ResetTiliText2,Remove radiation and fully restore team HP?
PanelAdventure_BuyTiliTitle,Buy Cola Coupons
PanelChangeSkin_Title,CHANGE ROOM THEME
PanelChangeSkin_UnLock,Unlock
PanelChangeSkin_Use,USE
PanelChangeSkin_Used,USED
PanelChangeSkin_UseHint,Auto-change to theme {0} when available.
PanelChangeSkin_NotUnLock,THEME LOCKED
PanelChangeSkin_Tips,"You can change the theme for the Vault Door, Large Power Generator, Large Diner, Large Recycling Center, Large Water Treatment Plant, Large Living Quarter, and Elevator."
PanelChangeSkin_UnLockNotification,Locked
PanelWaterMarkCapture_Remind,Scan the code to download.
PanelHeroGiftPop_RecvFailed,Resource is Full
PanelHeroGiftPop_Title,WELCOME GIFT
PanelHeroGiftPop_DoubleConfirm,"Your inventory is full and will lose the excess resource, continue?"
PanelCityRoomOperator_ResetRushSuccess,Rush Reset
PanelPVEStatistics_Damage,DAMAGE DEALT
PanelPVEStatistics_BeDamage,DAMAGE TAKEN
PanelPVEStatistics_Cure,HEALING DONE
PanelPVEStatistics_Title,COMBAT DATA
Panel_ActivityPage_NotOpen,LOCKED
Panel_ActivityPage_Complete,Reward for completing quests during Carnival.
Panel_AddHeroToRoom_Rule,Rules Intro
Panel_AdventureEvent_Get,Event Reward:{sp}
Panel_ActivityRechargeChest_SingleBox,Pack Reward
Panel_ActivityRechargeChest_SevenBox,Keep adding funds for 7 days to claim the greatest pack.
Panel_BagUseItem_SellAllH,Sell All
Panel_BagUseItem_SellH,Sell
Panel_FittingChange_All,ALL
Panel_FittingChage_None,No Attachment to Equip
Panel_GuildProductMain_Install,Craft Attachments
Panel_GuildProductMain_Free,Free
Panel_HeroDetailMain_Share,SHARE
Panel_Hire_Finish,DISPATCHED
Panel_MarketMyStore_ClickDown,Tap to Add
Panel_MarketMyStore_TimeOut,Expired
Panel_MarketMyStore_Single,Unit Price
Panel_MarketMyStore_ClickUp,Vacant Shelf
Panel_MarketMyStore_Recycle,Recycle
Panel_MarketMyStore_Get,Claim Caps
Panel_MarketSellStore_Confirm,Confirm Purchase
PanelShareHero_Download,Scan to Download
Panel_TidyUpMain_Train,TRAIN
Panel_TidyUpMain_Empty,IDLE
Panel_TidyUpMain_Training,Training
Panel_HeroDetailMain_SwitchCard,Switching cards
Panel_BagItemSkinTime,{0} Days
Panel_BagItemSkinAllTime,PERMANENT
PanelShopInvincibleSupermarket_LeftDay,{0} Days Left
PanelShopInvincibleSupermarket_NoEnoughCost,Not Enough Items
PanelShopInvincibleSupermarket_BaoDi,{0} further recruitment of views must
PanelShopExclusiveWeapon_BaoDi,{0} must apply again and again views <color=#ff3333> Orange </color> Collection
PanelShopInvincibleSupermarket_UnlockTip,To recruit <color=#ffffff> <size=46> {0} </size> </color> Open extraction times
PanelShopExclusiveWeapon_UnlockTip,Pulls out <color=#ffffff> <size=46> {0} </size> </color> Open extraction times
PanelShopInvincibleSupermarket_ShortTip,Pulls out to unlock the {0}
PanelShopInvincibleSupermarket_AlGet,Wish Completed
PanelLunchBox_Count,X{0}
PanelLunchBox_ButtonSkip,Skip
PanelLunchBox_Hero,New Dweller
PanelLunchBox_AlreadyHero,Owned
PanelLunchBox_AlreadyHeroTip,Owned Dwellers will convert into Posters automatically.
PanelRetriveRewardsConfirm_Title,Sell this item?
PanelRetriveRewardsConfirm_BtnName,Confirm
PanelGuildShopRetriveRewards_Title,Recycle Item
PanelGuildShopRetriveRewards_Retrive,Recycle
PanelGuildShopRetriveRewards_NotHasItem,You do not have this item.
PanelGuildShopRetriveRewards_Desc,Recycle Guild materials to get Donation points.
PanelHeroSkin_Default,Default Attire
PanelHeroSkin_RechargeMoney,Purchase with Nuka-Cola
PanelHeroSkin_ExchangeMoney,Purchase with Pre-war Money
PanelHeroSkin_Achievement,Achievement
PanelHeroSkin_Drop,From Event or Limited Mall
PanelHeroSkin_ConfirmUseBox,Confirm to use item: {0}?
PanelHeroSkin_Try,TRY
PanelHeroSkin_Buy,BUY
PanelHeroSkin_Dress,WEAR
PanelHeroSkin_LunkFunc,Unlock Via:{sp}
PanelHeroSkin_Tips,ATTIRE INFO
PanelHeroSkin_UseSkinError,Error Using Attire
PanelHeroSkin_Lock,Dweller's Attire Unavailable
PanelHeroSkin_NoHasHero,Dweller Not Owned
