INDEX,EN
Levels_Desc_800106108,"The Doom Slayer will eliminate all demons in his way, no exceptions."
Levels_Desc_800106109,"The Doom Slayer will eliminate all demons in his way, no exceptions."
Levels_Desc_800106110,"The Doom Slayer will eliminate all demons in his way, no exceptions."
Levels_Desc_800106111,"The Doom Slayer will eliminate all demons in his way, no exceptions."
Levels_Desc_800106112,"The Doom Slayer will eliminate all demons in his way, no exceptions."
Levels_Desc_800106113,"The Doom Slayer will eliminate all demons in his way, no exceptions."
Levels_Desc_800106114,"The Doom Slayer will eliminate all demons in his way, no exceptions."
Levels_Desc_800106115,"Ravaged by demons, the Wasteland has become a living Hell. Purge the land of these filthy abominations!"
Levels_Desc_800106116,"Ravaged by demons, the Wasteland has become a living Hell. Purge the land of these filthy abominations!"
Levels_Desc_800106117,"Ravaged by demons, the Wasteland has become a living Hell. Purge the land of these filthy abominations!"
Levels_Desc_800106118,"Ravaged by demons, the Wasteland has become a living Hell. Purge the land of these filthy abominations!"
Levels_Desc_800106119,"Ravaged by demons, the Wasteland has become a living Hell. Purge the land of these filthy abominations!"
Levels_Desc_800106120,The Portals of Hell are fueled by Argent Energy. Destroy this energy tower to weaken them.
Levels_Desc_800106121,"Ravaged by demons, the Wasteland has become a living Hell. Purge the land of these filthy abominations!"
Levels_Desc_800106122,"Ravaged by demons, the Wasteland has become a living Hell. Purge the land of these filthy abominations!"
Levels_Desc_800106123,"Ravaged by demons, the Wasteland has become a living Hell. Purge the land of these filthy abominations!"
Levels_Desc_800106124,"Ravaged by demons, the Wasteland has become a living Hell. Purge the land of these filthy abominations!"
Levels_Desc_800106125,This is the last Argent Energy Tower. Its destruction will expose the portal.
Levels_Desc_800106126,"Ravaged by demons, the Wasteland has become a living Hell. Purge the land of these filthy abominations!"
Levels_Desc_800106127,The biggest Portal to Hell lies in Trinity Tower. It's undoubtedly guarded by countless demons.
Levels_Desc_800106128,"The biggest Portal to Hell in Trinity Tower can't be closed, causing demons to flood into the Wasteland. That's child's play for the Doom Slayer. You can clear up the levels below of Trinity Tower with Doom Slayer at any time and enjoy your time rending demons asunder."
Levels_Desc_800106178,"The Doom Slayer will eliminate all demons in his way, no exceptions."
Levels_Name_800400101,Christmas Carol
Levels_Name_800400102,Rainbow Raider
Levels_Name_800400103,Loaded Pockets
Levels_Name_800400104,Christmas Immersion
Levels_Name_800400105,Subway Journey
Levels_Name_800400106,Ghoul Rush Hour
Levels_Name_800400107,Deadly Wilderness
Levels_Name_800400108,Mountain Cabin
Levels_Name_800400109,"Christmas, Christmas!"
Levels_Name_800400110,Return to Metro
Levels_Name_800400111,Dark Jungle
Levels_Name_800400112,Great Christmas
Levels_Name_800400113,Forget About Christmas
Levels_Name_800400114,Long Journey
Levels_Name_800400115,Fresh Air
Levels_Name_800400116,Radio Broadcast
Levels_Name_800400117,Follow the Voice
Levels_Name_800400118,Return to the Underground
Levels_Name_800400119,The Truth about Christmas Trees
Levels_Name_800400120,Merry Christmas
Levels_Name_800400201,Raider Warehouse
Levels_Name_800400202,Trinket Tower
Levels_Name_800400203,Library
Levels_Name_800400204,Deep Tomb
Levels_Name_800400205,Great Sacred Tree
Levels_Name_800300101,Disciples' Hideout
Levels_Desc_800300101,The Disciple scum have been exploiting people here. It's time to teach them a lesson.
Levels_Name_800300102,Disciples' Hideout
Levels_Desc_800300102,The Disciple scum have been exploiting people here. It's time to teach them a lesson.
Levels_Name_800300103,Disciples' Hideout
Levels_Desc_800300103,The Disciple scum have been exploiting people here. It's time to teach them a lesson.
Levels_Name_800300104,Disciples' Hideout
Levels_Desc_800300104,The Disciple scum have been exploiting people here. It's time to teach them a lesson.
Levels_Name_800300105,Disciples' Hideout
Levels_Desc_800300105,The Disciple scum have been exploiting people here. It's time to teach them a lesson.
Levels_Name_800300106,Disciples' Hideout
Levels_Desc_800300106,The Disciple scum have been exploiting people here. It's time to teach them a lesson.
Levels_Name_800300107,Disciples' Hideout
Levels_Desc_800300107,The Disciple scum have been exploiting people here. It's time to teach them a lesson.
Levels_Name_800300108,Disciples' Hideout
Levels_Desc_800300108,The Disciple scum have been exploiting people here. It's time to teach them a lesson.
Levels_Name_800300109,Disciples' Hideout
Levels_Desc_800300109,The Disciple scum have been exploiting people here. It's time to teach them a lesson.
Levels_Name_800300110,Disciples' Hideout
Levels_Desc_800300110,The Disciple scum have been exploiting people here. It's time to teach them a lesson.
Levels_Name_800300111,Disciples' Hideout
Levels_Desc_800300111,The Disciple scum have been exploiting people here. It's time to teach them a lesson.
Levels_Name_800300112,Disciples' Hideout
Levels_Desc_800300112,The Disciple scum have been exploiting people here. It's time to teach them a lesson.
Levels_Name_800300113,Behemoth Territory
Levels_Desc_800300113,The corpses on the side of the road indicate that the owner of this place is not very welcoming.
Levels_Name_800300114,Behemoth Territory
Levels_Desc_800300114,The corpses on the side of the road indicate that the owner of this place is not very welcoming.
Levels_Name_800300115,Behemoth Territory
Levels_Desc_800300115,The corpses on the side of the road indicate that the owner of this place is not very welcoming.
Levels_Name_800300116,Behemoth Territory
Levels_Desc_800300116,The corpses on the side of the road indicate that the owner of this place is not very welcoming.
Levels_Name_800300117,Behemoth Territory
Levels_Desc_800300117,The corpses on the side of the road indicate that the owner of this place is not very welcoming.
Levels_Name_800300118,Behemoth Territory
Levels_Desc_800300118,The corpses on the side of the road indicate that the owner of this place is not very welcoming.
Levels_Name_800300119,Behemoth Territory
Levels_Desc_800300119,The corpses on the side of the road indicate that the owner of this place is not very welcoming.
Levels_Name_800300120,Behemoth Territory
Levels_Desc_800300120,The corpses on the side of the road indicate that the owner of this place is not very welcoming.
Levels_Name_800300121,Behemoth Territory
Levels_Desc_800300121,The corpses on the side of the road indicate that the owner of this place is not very welcoming.
Levels_Name_800300122,Behemoth Territory
Levels_Desc_800300122,The corpses on the side of the road indicate that the owner of this place is not very welcoming.
Levels_Name_800300123,Behemoth Territory
Levels_Desc_800300123,The corpses on the side of the road indicate that the owner of this place is not very welcoming.
Levels_Name_800300124,Behemoth Territory
Levels_Desc_800300124,The corpses on the side of the road indicate that the owner of this place is not very welcoming.
Levels_Name_800300125,Disciples' Den
Levels_Desc_800300125,"Unexpectedly, the Disciples haven't been eliminated. It's time to bring peace to this paradise."
Levels_Name_800300126,Disciples' Den
Levels_Desc_800300126,"Unexpectedly, the Disciples haven't been eliminated. It's time to bring peace to this paradise."
Levels_Name_800300127,Disciples' Den
Levels_Desc_800300127,"Unexpectedly, the Disciples haven't been eliminated. It's time to bring peace to this paradise."
Levels_Name_800300128,Disciples' Den
Levels_Desc_800300128,"Unexpectedly, the Disciples haven't been eliminated. It's time to bring peace to this paradise."
Levels_Name_800300129,Disciples' Den
Levels_Desc_800300129,"Unexpectedly, the Disciples haven't been eliminated. It's time to bring peace to this paradise."
Levels_Name_800300130,Disciples' Den
Levels_Desc_800300130,"Unexpectedly, the Disciples haven't been eliminated. It's time to bring peace to this paradise."
Levels_Name_800300131,Disciples' Den
Levels_Desc_800300131,"Unexpectedly, the Disciples haven't been eliminated. It's time to bring peace to this paradise."
Levels_Name_800300132,Disciples' Den
Levels_Desc_800300132,"Unexpectedly, the Disciples haven't been eliminated. It's time to bring peace to this paradise."
Levels_Name_800300133,Disciples' Den
Levels_Desc_800300133,"Unexpectedly, the Disciples haven't been eliminated. It's time to bring peace to this paradise."
Levels_Name_800300134,Disciples' Den
Levels_Desc_800300134,"Unexpectedly, the Disciples haven't been eliminated. It's time to bring peace to this paradise."
Levels_Name_800300135,Disciples' Den
Levels_Desc_800300135,"Unexpectedly, the Disciples haven't been eliminated. It's time to bring peace to this paradise."
Levels_Name_800300136,Disciples' Den
Levels_Desc_800300136,"Unexpectedly, the Disciples haven't been eliminated. It's time to bring peace to this paradise."
Levels_Name_800300137,Ghoul Stronghold
Levels_Desc_800300137,"Ghouls like this dark corner, but tourists attacked by them won't like it here."
Levels_Name_800300138,Synth Factory
Levels_Desc_800300138,"Synths, who once welcomed visitors into the park, were assembled at this location, but now they risk the safety of visitors."
Levels_Name_800300139,Cola Car Arena
Levels_Desc_800300139,Come and fight Colter! But this time Colter forbids you to use the water gun.
Levels_Name_800300140,Deathclaw Hideout
Levels_Desc_800300140,The Deathclaws here are faster and more ferocious than those outside. Be careful!
Levels_Name_800300141,Ghoul Stronghold
Levels_Desc_800300141,"Ghouls like this dark corner, but tourists attacked by them won't like it here."
Levels_Name_800300142,Synth Factory
Levels_Desc_800300142,"Synths, who once welcomed visitors into the park, were assembled at this location, but now they risk the safety of visitors."
Levels_Name_800300143,Cola Car Arena
Levels_Desc_800300143,Come and fight Colter! But this time Colter forbids you to use the water gun.
Levels_Name_800300144,Deathclaw Hideout
Levels_Desc_800300144,The Deathclaws here are faster and more ferocious than those outside. Be careful!
Levels_Name_800300145,Ghoul Stronghold
Levels_Desc_800300145,"Ghouls like this dark corner, but tourists attacked by them won't like it here."
Levels_Name_800300146,Synth Factory
Levels_Desc_800300146,"Synths, who once welcomed visitors into the park, were assembled at this location, but now they risk the safety of visitors."
Levels_Name_800300147,Cola Car Arena
Levels_Desc_800300147,Come and fight Colter! But this time Colter forbids you to use the water gun.
Levels_Name_800300148,Deathclaw Hideout
Levels_Desc_800300148,The Deathclaws here are faster and more ferocious than those outside. Be careful!
Levels_Name_800300149,Alien's Dwelling
Levels_Desc_800300149,"In this Alien's Dwelling a large number of evil aliens have gathered, they are the followers of Zorbo."
Levels_Name_800300150,Alien's Dwelling
Levels_Desc_800300150,"In this Alien's Dwelling a large number of evil aliens have gathered, they are the followers of Zorbo."
Levels_Name_800300151,Alien's Dwelling
Levels_Desc_800300151,"In this Alien's Dwelling a large number of evil aliens have gathered, they are the followers of Zorbo."
Levels_Name_800300152,Alien's Dwelling
Levels_Desc_800300152,"In this Alien's Dwelling a large number of evil aliens have gathered, they are the followers of Zorbo."
Levels_Name_800300153,Alien's Dwelling
Levels_Desc_800300153,"In this Alien's Dwelling a large number of evil aliens have gathered, they are the followers of Zorbo."
Levels_Name_800300154,Alien's Dwelling
Levels_Desc_800300154,"In this Alien's Dwelling a large number of evil aliens have gathered, they are the followers of Zorbo."
Levels_Name_800300155,Alien's Dwelling
Levels_Desc_800300155,"In this Alien's Dwelling a large number of evil aliens have gathered, they are the followers of Zorbo."
Levels_Name_800300156,Alien's Dwelling
Levels_Desc_800300156,"In this Alien's Dwelling a large number of evil aliens have gathered, they are the followers of Zorbo."
Levels_Name_800300157,Alien's Dwelling
Levels_Desc_800300157,"In this Alien's Dwelling a large number of evil aliens have gathered, they are the followers of Zorbo."
Levels_Name_800300158,Alien's Dwelling
Levels_Desc_800300158,"In this Alien's Dwelling a large number of evil aliens have gathered, they are the followers of Zorbo."
Levels_Name_800300159,Alien's Dwelling
Levels_Desc_800300159,"In this Alien's Dwelling a large number of evil aliens have gathered, they are the followers of Zorbo."
Levels_Name_800300160,Alien's Dwelling
Levels_Desc_800300160,"In this Alien's Dwelling a large number of evil aliens have gathered, they are the followers of Zorbo."
Levels_Name_800300161,Alien's Dwelling
Levels_Desc_800300161,"In this Alien's Dwelling a large number of evil aliens have gathered, they are the followers of Zorbo."
Levels_Name_800300162,Zorbo's Hideout
Levels_Desc_800300162,This is Zorbo's hideout. Watch out for his ambush!
Levels_Name_800300163,Execution Robot Plant
Levels_Desc_800300163,This is the plant where Zorbo produces execution robots. It used to be a studio.
Levels_Name_800300164,Dr. Brainwash's Robot Workshop
Levels_Desc_800300164,This is the plant where Zorbo produces Dr. Brainwash's Robots. It used to be a studio.
Levels_Name_800300165,Protection Robot Workshop
Levels_Desc_800300165,This is the plant where Zorbo produces protection robots. It used to be a studio.
Levels_Name_800300166,Alien's Dwelling
Levels_Desc_800300166,"In this Alien's Dwelling a large number of evil aliens have gathered, they are the followers of Zorbo."
Levels_Name_800300167,Alien's Dwelling
Levels_Desc_800300167,"In this Alien's Dwelling a large number of evil aliens have gathered, they are the followers of Zorbo."
Levels_Name_800300168,Zorbo's Robot Workshop
Levels_Desc_800300168,This is the plant where Zorbo produces clones. It used to be a studio.
Levels_Name_800300169,Execution Robot Workshop
Levels_Desc_800300169,This is the plant where Zorbo produces execution robots. It used to be a studio.
Levels_Name_800300170,Dr. Brainwash's Robot Workshop
Levels_Desc_800300170,This is the plant where Zorbo produces Dr. Brainwash's Robots. It used to be a studio.
Levels_Name_800300171,Protection Robot Workshop
Levels_Desc_800300171,This is the plant where Zorbo produces protection robots. It used to be a studio.
Levels_Name_800300172,Alien's Dwelling
Levels_Desc_800300172,"In this Alien's Dwelling a large number of evil aliens have gathered, they are the followers of Zorbo."
Levels_Name_800300173,Alien's Dwelling
Levels_Desc_800300173,"In this Alien's Dwelling a large number of evil aliens have gathered, they are the followers of Zorbo."
Levels_Name_800300174,Zorbo's Hideout
Levels_Desc_800300174,This is Zorbo's hideout. Watch out for his ambush!
Levels_Name_800300175,Execution Robot Workshop
Levels_Desc_800300175,This is the plant where Zorbo produces execution robots. It used to be a studio.
Levels_Name_800300176,Dr. Brainwash's Robot Workshop
Levels_Desc_800300176,This is the plant where Zorbo produces Dr. Brainwash's Robots. It used to be a studio.
Levels_Name_800300177,Protection Robot Workshop
Levels_Desc_800300177,This is the plant where Zorbo produces protection robots. It used to be a studio.
Levels_Name_800300178,Zorbo's Hideout
Levels_Desc_800300178,This is Zorbo's hideout. Watch out for his ambush!
Levels_Name_800300179,Entrance
Levels_Desc_800300179,There are many ghouls lying in the place where you must pass to enter the Children's Paradise
Levels_Name_800300180,Entrance
Levels_Desc_800300180,There are many ghouls lying in the place where you must pass to enter the Children's Paradise
Levels_Name_800300181,Entrance
Levels_Desc_800300181,There are many ghouls lying in the place where you must pass to enter the Children's Paradise
Levels_Name_800300182,Entrance
Levels_Desc_800300182,There are many ghouls lying in the place where you must pass to enter the Children's Paradise
Levels_Name_800300183,Gaming Area
Levels_Desc_800300183,There used to be a lot of people lining up here.
Levels_Name_800300184,Gaming Area
Levels_Desc_800300184,There used to be a lot of people lining up here.
Levels_Name_800300185,Gaming Area
Levels_Desc_800300185,There used to be a lot of people lining up here.
Levels_Name_800300186,Gaming Area
Levels_Desc_800300186,There used to be a lot of people lining up here.
Levels_Name_800300187,Interaction Area
Levels_Desc_800300187,Communication is the top priority of the paradise
Levels_Name_800300188,Interaction Area
Levels_Desc_800300188,Communication is the top priority of the paradise
Levels_Name_800300189,Interaction Area
Levels_Desc_800300189,Communication is the top priority of the paradise
Levels_Name_800300190,Interaction Area
Levels_Desc_800300190,Communication is the top priority of the paradise
Levels_Name_800300191,Kingdom Adventure
Levels_Desc_800300191,Obstacles to intruders from Oswald
Levels_Name_800300192,Kingdom Adventure
Levels_Desc_800300192,Obstacles to intruders from Oswald
Levels_Name_800300193,Kingdom Adventure
Levels_Desc_800300193,Obstacles to intruders from Oswald
Levels_Name_800300194,Kingdom Adventure
Levels_Desc_800300194,Obstacles to intruders from Oswald
Levels_Name_800300195,Oswald's debut
Levels_Desc_800300195,"At last, meeting the voice owner behind the paradise. Be careful!"
Levels_Name_800300196,The raid
Levels_Desc_800300196,Oswald's surprise for intruders
Levels_Name_800300197,The raid
Levels_Desc_800300197,Oswald's surprise for intruders
Levels_Name_800300198,The raid
Levels_Desc_800300198,Oswald's surprise for intruders
Levels_Name_800300199,The raid
Levels_Desc_800300199,Oswald's surprise for intruders
Levels_Name_800300200,Act II
Levels_Desc_800300200,The mysterious Oswald brings his second act to the show. It looks like he doesn't want us to get out of here. We have to stop him.
Levels_Name_800300201,Challenge
Levels_Desc_800300201,Oswald is getting furious. This is the challenge he offers the intruders
Levels_Name_800300202,Challenge
Levels_Desc_800300202,Oswald is getting furious. This is the challenge he offers the intruders
Levels_Name_800300203,Challenge
Levels_Desc_800300203,Oswald is getting furious. This is the challenge he offers the intruders
Levels_Name_800300204,Challenge
Levels_Desc_800300204,Oswald is getting furious. This is the challenge he offers the intruders
Levels_Name_800300205,Final Chapter
Levels_Desc_800300205,The spooky magician has finally revealed his true nature. End it all here!
Levels_Name_800900001,Virtual Creature Challenge - Deathclaw
Levels_Desc_800900001,Powerful creatures simulated by data - Deathclaw
Levels_Name_800900002,Virtual Creature Challenge - Raider
Levels_Desc_800900002,Powerful machine simulated by data - Raider
Levels_Name_800900003,Virtual Creature Challenge - Iron Guard
Levels_Desc_800900003,Powerful machine simulated by data - Iron Guard
Levels_Name_800900004,Virtual Creature Challenge - Mirelurk Queen
Levels_Desc_800900004,Powerful creatures simulated by data - Mirelurk Queen
Levels_Name_800900005,Virtual Creature Challenge - Lion Swordsman
Levels_Desc_800900005,Powerful creatures simulated by data - Lion Swordsman
Levels_Name_800900006,Virtual Creature Challenge - Jungle Bear
Levels_Desc_800900006,Powerful creatures simulated by data - Jungle Bear
Levels_Name_800900007,Virtual Creature Challenge - Feathered Snake
Levels_Desc_800900007,Powerful creatures simulated by data - Feathered Snake
Levels_Name_800900008,Virtual Creature Challenge - Nian Beast - Tiger
Levels_Desc_800900008,Powerful creatures simulated by data - Feathered Snake
Levels_Name_800900009,Virtual Creature Challenge - Predator Iron Guard
Levels_Desc_800900009,Powerful machine simulated by data - Predator Iron Guard
Levels_Name_800900010,Virtual Creature Challenge - Mechanical Deathclaw
Levels_Desc_800900010,Powerful Data Based Machine Simulation - Mechanical Deathclaw
Levels_Name_800900011,Virtual Creature Challenge - Armored Deathcrab
Levels_Desc_800900011,Powerful Data Based Machine Simulation - Armored Deathcrab
Levels_Name_800900012,Virtual Creature Challenge - Mirelurk Queen
Levels_Desc_800900012,Powerful Data Based Monster Simulation - Mirelurk Queen
Levels_Name_800900013,Virtual Creature Challenge - Long-Eared Monster
Levels_Desc_800900013,Powerful Virtual Monster Simulated by Data - Long-Eared Monster
Levels_Name_800300206,Entrance Square
Levels_Desc_800300206,This is a necessary path to the bottling factory
Levels_Name_800300207,Entrance Square
Levels_Desc_800300207,This is a necessary path to the bottling factory
Levels_Name_800300208,Entrance Square
Levels_Desc_800300208,This is a necessary path to the bottling factory
Levels_Name_800300209,Entrance Square
Levels_Desc_800300209,This is a necessary path to the bottling factory
Levels_Name_800300210,Entrance Facility
Levels_Desc_800300210,The facilities displayed in front of the bottling factory are now occupied by the creatures here
Levels_Name_800300211,Entrance Facility
Levels_Desc_800300211,The facilities displayed in front of the bottling factory are now occupied by the creatures here
Levels_Name_800300212,Entrance Facility
Levels_Desc_800300212,The facilities displayed in front of the bottling factory are now occupied by the creatures here
Levels_Name_800300213,Entrance Facility
Levels_Desc_800300213,The facilities displayed in front of the bottling factory are now occupied by the creatures here
Levels_Name_800300214,Tour of Cokes
Levels_Desc_800300214,It's time to get into the bottling plant to create a new refreshing world
Levels_Name_800300215,Tour of Cokes
Levels_Desc_800300215,It's time to get into the bottling plant to create a new refreshing world
Levels_Name_800300216,Tour of Cokes
Levels_Desc_800300216,It's time to get into the bottling plant to create a new refreshing world
Levels_Name_800300217,Tour of Cokes
Levels_Desc_800300217,It's time to get into the bottling plant to create a new refreshing world
Levels_Name_800300218,Cleanup Encounter
Levels_Desc_800300218,There are more than small potatoes in the factory
Levels_Name_800300219,Cleanup Raid
Levels_Desc_800300219,Small potatoes are growing!
Levels_Name_800300220,Riverway Encounter
Levels_Desc_800300220,Small potatoes are growing big!
Levels_Name_800300221,Riverway Raid
Levels_Desc_800300221,Big potatoes are growing cranky! Destroy them now!
Levels_Name_800300222,Core Pool Cleanup
Levels_Desc_800300222,The powerful guy is coming out. Be careful!
Levels_Name_800300223,Core Pool Fight
Levels_Desc_800300223,The biggest guy is out! A new refreshing world is coming.
Levels_Name_800300224,Factory Cleanup
Levels_Desc_800300224,Found a lot of disobedient little guys. Clean up them now!
Levels_Name_800300225,Protect Cleanup Results
Levels_Desc_800300225,A lot of big guys are coming after we cleaned up the little ones. We can't let them ruin the cleanup results.
Levels_Name_800300226,Riverway Cleanup
Levels_Desc_800300226,The stubborn stains in the river should also be taken care of.
Levels_Name_800300227,River Blockages Cleanup
Levels_Desc_800300227,A big guy blocked the exit of Coke River.
Levels_Name_800300228,Factory Cleanup
Levels_Desc_800300228,It's clear outside now. We may also need to clean the small potatoes inside the factory.
Levels_Name_800300229,Factory Clearance
Levels_Desc_800300229,The big guy ambushed in the factory pool.
Levels_Name_800300230,Yellow Sand of Dry Rock Valley
Levels_Desc_800300230,"This is the yellow sand of ""The West"", yellow sand that can easily get in your eyes. The creatures under the yellow sand are very violent and can easily hut you."
Levels_Name_800300231,Yellow Sand of Dry Rock Valley
Levels_Desc_800300231,"This is the yellow sand of ""The West"", yellow sand that can easily get in your eyes. The creatures under the yellow sand are very violent and can easily hut you."
Levels_Name_800300232,Yellow Sand of Dry Rock Valley
Levels_Desc_800300232,"This is the yellow sand of ""The West"", yellow sand that can easily get in your eyes. The creatures under the yellow sand are very violent and can easily hut you."
Levels_Name_800300233,Yellow Sand of Dry Rock Valley
Levels_Desc_800300233,"This is the yellow sand of ""The West"", yellow sand that can easily get in your eyes. The creatures under the yellow sand are very violent and can easily hut you."
Levels_Name_800300234,Sandstone Risk
Levels_Desc_800300234,"Shuttling through the sands, straying from the rules."
Levels_Name_800300235,Sandstone Risk
Levels_Desc_800300235,"Shuttling through the sands, straying from the rules."
Levels_Name_800300236,Sandstone Risk
Levels_Desc_800300236,"Shuttling through the sands, straying from the rules."
Levels_Name_800300237,Sandstone Risk
Levels_Desc_800300237,"Shuttling through the sands, straying from the rules."
Levels_Name_800300238,Under the Crag
Levels_Desc_800300238,"There was a rustling coming from the crag, something was moving behind the gravel."
Levels_Name_800300239,Under the Crag
Levels_Desc_800300239,"There was a rustling coming from the crag, something was moving behind the gravel."
Levels_Name_800300240,Under the Crag
Levels_Desc_800300240,"There was a rustling coming from the crag, something was moving behind the gravel."
Levels_Name_800300241,Under the Crag
Levels_Desc_800300241,"There was a rustling coming from the crag, something was moving behind the gravel."
Levels_Name_800300242,Dune Crisis
Levels_Desc_800300242,The ambushers in the dunes don't seem to know how dangerous their prey is.
Levels_Name_800300243,Big Dune Crisis
Levels_Desc_800300243,Just a bigger ambusher that's with minor threat.
Levels_Name_800300244,Sand Lurker
Levels_Desc_800300244,"This is their hunting ground, so other hunters are not allowed here."
Levels_Name_800300245,Sand Beast
Levels_Desc_800300245,The huge figure could not be hidden in the sand.
Levels_Name_800300246,Mine Cleanup
Levels_Desc_800300246,Clean up the guys that are hogging this mine if you want to go deeper.
Levels_Name_800300247,Deep in the Mine
Levels_Desc_800300247,The dangers in the mines are more than this.
Levels_Name_800300248,What's this?
Levels_Desc_800300248,"A brave, fearless little guy."
Levels_Name_800300249,The Brave in Sand
Levels_Desc_800300249,The so-called brave are not us but those who dare to attack us.
Levels_Name_800300250,Another one?
Levels_Desc_800300250,It keeps its nature even getting mutated.
Levels_Name_800300251,Hidden Beast in Deep Pit
Levels_Desc_800300251,What is in the deep pit?
Levels_Name_800300252,Lurk in Pit
Levels_Desc_800300252,The pit monsters that were found.
Levels_Name_800300253,Pit Valley End
Levels_Desc_800300253,"This is the end of Dry Rock Valley, where buries the deepest secret."
Levels_Name_800900017,Evil Dragon
Levels_Desc_800900017,"The breath of the ancient dragon that was eroded on the wasteland is still hot, but not as dazzling as fire."
Levels_Name_800900019,Reflective Armored Guards
Levels_Desc_800900019,The enhanced reflective armored robot will adjust its own armor type according to the combat environment.
Levels_Name_800900018,Thornshell Ant
Levels_Desc_800900018,"The mutant giant ants that have been immersed in radiation all year round have changed their shells, and their hardness will change according to the environment."
Levels_Name_800900020,Dark Lich
Levels_Desc_800900020,"An immortal Nord wizard, it uses a secret method to limit the upper limit of damage it can receive."
Levels_Name_800603301,Snowland Ghoul 01
Levels_Name_800603302,Snowland Ghoul 02
Levels_Name_800603303,Snowland Ghoul 03
Levels_Name_800603401,Tomb Guard 01
Levels_Name_800603402,Tomb Guard 02
Levels_Name_800603403,Tomb Guard 03
Levels_Name_800603404,Tomb Guard 04
Levels_Name_800603501,Dragon and the Nord 01
Levels_Name_800603502,Dragon and the Nord 02
Levels_Name_800603503,Dragon and the Nord 03
Levels_Name_800603504,Dragon and the Nord 04
Levels_Name_800603505,Dragon and the Nord 05
Levels_Name_800604101,Mountain Treasure Hunt 01
Levels_Name_800604102,Mountain Treasure Hunt 02
Levels_Name_800604103,Mountain Treasure Hunt 03
Levels_Name_800604104,Mountain Treasure Hunt 04
Levels_Name_800604105,Mountain Treasure Hunt 05
Levels_Name_800604106,Mountain Treasure Hunt 06
Levels_Name_800604107,Mountain Treasure Hunt 07
Levels_Name_800604108,Mountain Treasure Hunt 08
Levels_Name_800604109,Mountain Treasure Hunt 09
Levels_Name_800604110,Mountain Treasure Hunt 10
Levels_Name_800604111,Mountain Treasure Hunt 11
Levels_Name_800604112,Mountain Treasure Hunt 12
Levels_Name_800604113,Mountain Treasure Hunt 13
Levels_Name_800604114,Mountain Treasure Hunt 14
Levels_Name_800604115,Mountain Treasure Hunt 15
Levels_Name_800604116,Mountain Treasure Hunt 16
Levels_Name_800604117,Mountain Treasure Hunt 17
Levels_Name_800604118,Mountain Treasure Hunt 18
Levels_Name_800604119,Mountain Treasure Hunt 19
Levels_Name_800604120,Mountain Treasure Hunt 20
Levels_Name_800601201,EXP Practice 01
Levels_Name_800601202,Search Ancient Coins 01
Levels_Name_800601203,Mine Ore 01
Levels_Name_800601204,EXP Practice 02
Levels_Name_800601205,EXP Practice 03
Levels_Name_800602201,EXP Practice 04
Levels_Name_800602202,Search Ancient Coins 02
Levels_Name_800602203,Mine Ore 02
Levels_Name_800602204,EXP Practice 05
Levels_Name_800602205,EXP Practice 06
Levels_Name_800603201,EXP Practice 07
Levels_Name_800603202,Search Ancient Coins 03
Levels_Name_800603203,Mine Ore 03
Levels_Name_800603204,EXP Practice 08
Levels_Name_800603205,EXP Practice 09
Levels_Name_800611101,Stay with Dragon
Levels_Name_800611102,Green Monster
Levels_Name_800611103,Escape from Cave
Levels_Name_800611104,Mountain Search Squad
Levels_Name_800611105,Greenskin Extermination
Levels_Name_800611106,The Way Home
Levels_Name_800611107,Mysterious Seal
Levels_Name_800611108,Run Away
Levels_Name_800612101,Set Off Again
Levels_Name_800612102,Otherworldly Behemoth
Levels_Name_800612103,Dragon's Wisdom
Levels_Name_800612104,Lost in Underwater
Levels_Name_800612105,Hidden World
Levels_Name_800612106,Magic Signs
Levels_Name_800612107,Dragon's Escape
Levels_Name_800612108,True Conspiracy
Levels_Name_800613101,Dig Down
Levels_Name_800613102,The real Culprit
Levels_Name_800613103,Thin Hope
Levels_Name_800613104,Tablet and Seal
Levels_Name_800613105,Where to Go
Levels_Name_800613106,Close at Hand
Levels_Name_800613107,Not a Sound
Levels_Name_800613108,Golem Duel
Levels_Name_800611301,Magic Scent 1
Levels_Name_800611302,Mysterious Magic 1
Levels_Name_800611303,Reinforce Tablet 1
Levels_Name_800611401,Explore Cave 1
Levels_Name_800611402,Magic Scent 2
Levels_Name_800611403,Mysterious Magic 2
Levels_Name_800611404,Reinforce Tablet 2
Levels_Name_800611501,Goblin's Guard Watch 1
Levels_Name_800611502,Deep in Dark 1
Levels_Name_800611503,Magic Scent 3
Levels_Name_800611504,Mysterious Magic 3
Levels_Name_800611505,Reinforce Tablet 3
Levels_Name_800612301,Magic Scent 4
Levels_Name_800612302,Mysterious Magic 4
Levels_Name_800612303,Reinforce Tablet 4
Levels_Name_800612401,Explore Cave II
Levels_Name_800612402,Magic Scent 5
Levels_Name_800612403,Mysterious Magic 5
Levels_Name_800612404,Reinforce Tablet 5
Levels_Name_800612501,Goblin's Guard Watch II
Levels_Name_800612502,Deep in Dark 2
Levels_Name_800612503,Magic Scent 6
Levels_Name_800612504,Mysterious Magic 6
Levels_Name_800612505,Reinforce Tablet 6
Levels_Name_800613301,Magic Scent 7
Levels_Name_800613302,Mysterious Magic 7
Levels_Name_800613303,Reinforce Tablet 7
Levels_Name_800613401,Explore Cave III
